MA_100910g0020.1
MA_10108066g0010.1
MA_10142119g0010.1
MA_10168001g0010.1
MA_10197498g0020.1
MA_10231644g0010.1
MA_10282308g0010.1
MA_102992g0010.1
MA_103645g0010.1
MA_10426029g0010.1
MA_10426168g0010.1
MA_10426290g0020.1
MA_10426590g0010.1
MA_10426701g0030.1
MA_10427281g0010.1
MA_10427334g0010.1
MA_10427346g0010.1
MA_10427522g0010.1
MA_10427814g0010.1
MA_10427959g0010.1
MA_10428162g0010.1
MA_10428671g0010.1
MA_10429055g0010.1
MA_10429518g0010.1
MA_10429575g0010.1
MA_10429597g0020.1
MA_10429661g0010.1
MA_10429724g0010.1
MA_10431108g0010.1
MA_10431131g0010.1
MA_10431154g0020.1
MA_10431493g0010.1
MA_10431532g0010.1
MA_10431815g0020.1
MA_10432033g0020.1
MA_10432076g0010.1
MA_10432076g0020.1
MA_10432100g0020.1
MA_10432332g0010.1
MA_10432395g0010.1
MA_10433010g0010.1
MA_10433049g0010.1
MA_10433245g0010.1
MA_10433576g0020.1
MA_10433855g0010.1
MA_10433955g0010.1
MA_10433955g0020.1
MA_10434003g0010.1
MA_10434161g0010.1
MA_10434977g0010.1
MA_10435053g0010.1
MA_10435468g0020.1
MA_10435687g0010.1
MA_10435778g0010.1
MA_10435831g0010.1
MA_10436075g0010.1
MA_10436196g0010.1
MA_10436275g0010.1
MA_10436339g0010.1
MA_10436405g0010.1
MA_10436516g0010.1
MA_10436520g0020.1
MA_10436705g0010.1
MA_10436718g0010.1
MA_10436923g0010.1
MA_10437262g0010.1
MA_104409g0010.1
MA_110162g0010.1
MA_11224g0010.1
MA_11224g0020.1
MA_11257g0010.1
MA_114452g0010.1
MA_115470g0010.1
MA_12095g0010.1
MA_12147g0010.1
MA_12148g0010.1
MA_122925g0010.1
MA_127335g0010.1
MA_132217g0010.1
MA_134293g0010.1
MA_137202g0010.1
MA_140852g0010.1
MA_141320g0010.1
MA_14309g0010.1
MA_14717g0010.1
MA_158831g0010.1
MA_163650g0010.1
MA_1682g0010.1
MA_17217g0020.1
MA_17658g0010.1
MA_177704g0010.1
MA_178953g0010.1
MA_179977g0010.1
MA_18273g0010.1
MA_182956g0010.1
MA_18295g0020.1
MA_183811g0010.1
MA_18836g0010.1
MA_193431g0010.1
MA_196108g0010.1
MA_20200g0010.1
MA_20265g0010.1
MA_20533g0020.1
MA_210555g0010.1
MA_2134318g0010.1
MA_224220g0010.1
MA_229452g0010.1
MA_233378g0010.1
MA_2410818g0010.1
MA_24916g0010.1
MA_257738g0010.1
MA_260111g0010.1
MA_26265g0010.1
MA_263977g0010.1
MA_268175g0010.1
MA_282g0010.1
MA_290469g0010.1
MA_298732g0010.1
MA_307070g0010.1
MA_32523g0010.1
MA_327596g0010.1
MA_332596g0010.1
MA_36305g0010.1
MA_364631g0010.1
MA_368887g0010.1
MA_3691395g0010.1
MA_36944g0020.1
MA_407396g0010.1
MA_43509g0010.1
MA_437423g0010.1
MA_439266g0010.1
MA_44963g0010.1
MA_4735g0010.1
MA_474303g0010.1
MA_4761g0020.1
MA_47814g0010.1
MA_478577g0010.1
MA_48651g0020.1
MA_49244g0010.1
MA_5042g0010.1
MA_5229g0010.1
MA_5289g0010.1
MA_55336g0010.1
MA_55418g0010.1
MA_59693g0010.1
MA_59943g0010.1
MA_61158g0010.1
MA_6168g0010.1
MA_63231g0010.1
MA_64463g0010.1
MA_645592g0010.1
MA_67337g0010.1
MA_6860g0010.1
MA_69727g0010.1
MA_698598g0010.1
MA_733845g0010.1
MA_738434g0010.1
MA_74605g0010.1
MA_764368g0010.1
MA_76686g0010.1
MA_771456g0010.1
MA_786978g0010.1
MA_790950g0010.1
MA_8052136g0010.1
MA_815900g0010.1
MA_82198g0010.1
MA_83093g0010.1
MA_85119g0010.1
MA_873302g0010.1
MA_87937g0010.1
MA_879477g0010.1
MA_88369g0010.1
MA_885264g0010.1
MA_886123g0010.1
MA_8883177g0010.1
MA_90368g0010.1
MA_905984g0010.1
MA_90807g0010.1
MA_9171285g0010.1
MA_92186g0010.1
MA_92421g0010.1
MA_9249169g0010.1
MA_92533g0010.1
MA_9268720g0010.1
MA_93555g0010.1
MA_942991g0010.1
MA_95157g0010.1
MA_953381g0010.1
MA_9719g0010.1
MA_97671g0010.1
MA_98654g0010.1
MA_98717g0010.1
MA_9906824g0010.1
MA_99276g0010.1
MA_9991g0010.1
